,ID,Title,Topic,Section,Timestamp,RSS,Link,Image,Description,Source,Rating,JsonDict
147,147,RBA Says Rate Cut Appropriate If No Further Jobs Improvement,Business,Jobs,2019-05-20 19:07:07,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=F5AE2432DBDD4EEDBAE70B04793752FB&url=https%3a%2f%2fwww.msn.com%2fen-us%2fmoney%2fmarkets%2frba-says-rate-cut-appropriate-if-no-further-jobs-improvement%2far-AABFew2&c=3669560337947684559&mkt=en-au,http://www.bing.com/th?id=ON.FB8ADE82AD23F33A519E3CB20F55EA3A&pid=News,"(Bloomberg) -- The Reserve Bank of Australia said an interest-rate cut would likely be appropriate if there was no further improvement in the jobs market, when it discussed two potential easing ...",Bloomberg on MSN.com.au,3.0,"{
    ""ID"": 147,
    ""Title"": ""RBA Says Rate Cut Appropriate If No Further Jobs Improvement"",
    ""Topic"": ""Business"",
    ""Section"": ""Jobs"",
    ""Timestamp"": ""2019-05-20 19:07:07"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=F5AE2432DBDD4EEDBAE70B04793752FB&url=https%3a%2f%2fwww.msn.com%2fen-us%2fmoney%2fmarkets%2frba-says-rate-cut-appropriate-if-no-further-jobs-improvement%2far-AABFew2&c=3669560337947684559&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.FB8ADE82AD23F33A519E3CB20F55EA3A&pid=News"",
    ""Description"": ""(Bloomberg) -- The Reserve Bank of Australia said an interest-rate cut would likely be appropriate if there was no further improvement in the jobs market, when it discussed two potential easing ..."",
    ""Source"": ""Bloomberg on MSN.com.au"",
    ""Rating"": 3.0
}"
148,148,"T-Mobile, Sprint Get Merger Backing From FCC Chairman",Technology,Mobile,2019-05-20 18:53:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=A66325CB02FE46D2885AAC8A8B002DFD&url=https%3a%2f%2fwww.msn.com%2fen-gb%2fmoney%2fbusiness%2ft-mobile-sprint-get-merger-backing-from-fcc-chairman%2far-AABD1Zs&c=10245552523826268323&mkt=en-au,http://www.bing.com/th?id=ON.7D4EB9E20B9D420424A3662C91991AEC&pid=News,"On Monday, the FCC said the companies agreed to invest in new wireless home broadband service, especially in rural areas, and to build new 5G infrastructure using Sprint’s licenses in the mid-band of ...",The Wall Street Journal. on MSN.com.au,5.0,"{
    ""ID"": 148,
    ""Title"": ""T-Mobile, Sprint Get Merger Backing From FCC Chairman"",
    ""Topic"": ""Technology"",
    ""Section"": ""Mobile"",
    ""Timestamp"": ""2019-05-20 18:53:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=A66325CB02FE46D2885AAC8A8B002DFD&url=https%3a%2f%2fwww.msn.com%2fen-gb%2fmoney%2fbusiness%2ft-mobile-sprint-get-merger-backing-from-fcc-chairman%2far-AABD1Zs&c=10245552523826268323&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.7D4EB9E20B9D420424A3662C91991AEC&pid=News"",
    ""Description"": ""On Monday, the FCC said the companies agreed to invest in new wireless home broadband service, especially in rural areas, and to build new 5G infrastructure using Sprint\u2019s licenses in the mid-band of ..."",
    ""Source"": ""The Wall Street Journal. on MSN.com.au"",
    ""Rating"": 5.0
}"
149,149,Technology One and the pains of priced for perfection,Technology,Technology_Latest,2019-05-20 18:53:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fwww.afr.com%2fchanticleer%2ftechnology-one-and-the-pains-of-priced-for-perfection-20190521-p51pkj&c=2236242885733147227&mkt=en-au,http://www.bing.com/th?id=ON.B41A2D3A6134B8761F4C69F35851E2E7&pid=News,"Enterprise software group Technology One has been given a reminder of the big problem with a sky-high valuation – even good news can disappoint. Ed Chung says Technology One""s next focus will be on ...",The Australian Financial Review,6.0,"{
    ""ID"": 149,
    ""Title"": ""Technology One and the pains of priced for perfection"",
    ""Topic"": ""Technology"",
    ""Section"": ""Technology_Latest"",
    ""Timestamp"": ""2019-05-20 18:53:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fwww.afr.com%2fchanticleer%2ftechnology-one-and-the-pains-of-priced-for-perfection-20190521-p51pkj&c=2236242885733147227&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.B41A2D3A6134B8761F4C69F35851E2E7&pid=News"",
    ""Description"": ""Enterprise software group Technology One has been given a reminder of the big problem with a sky-high valuation \u2013 even good news can disappoint. Ed Chung says Technology One\""s next focus will be on ..."",
    ""Source"": ""The Australian Financial Review"",
    ""Rating"": 6.0
}"
150,150,"Free seniors"" fitness class on offer",Health,Fitness,2019-05-20 18:30:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=CC9C952413404B07A1431DAB7DC91768&url=https%3a%2f%2fwww.sunshinecoastdaily.com.au%2fnews%2ffree-seniors-fitness-class-on-offer%2f3732449%2f&c=16686030964830613316&mkt=en-au,http://www.bing.com/th?id=ON.3912525DB15516BD6F7287D92E9ADB6D&pid=News,"EXERCISE physiologist Tristan Hall will speak at a free fitness session for seniors in the Caloundra area on Friday, May 24, to encourage healthy movement. Mr Hall, from Full Circle Wellness Birtinya, ...",Sunshine Coast Daily,4.0,"{
    ""ID"": 150,
    ""Title"": ""Free seniors\"" fitness class on offer"",
    ""Topic"": ""Health"",
    ""Section"": ""Fitness"",
    ""Timestamp"": ""2019-05-20 18:30:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=CC9C952413404B07A1431DAB7DC91768&url=https%3a%2f%2fwww.sunshinecoastdaily.com.au%2fnews%2ffree-seniors-fitness-class-on-offer%2f3732449%2f&c=16686030964830613316&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.3912525DB15516BD6F7287D92E9ADB6D&pid=News"",
    ""Description"": ""EXERCISE physiologist Tristan Hall will speak at a free fitness session for seniors in the Caloundra area on Friday, May 24, to encourage healthy movement. Mr Hall, from Full Circle Wellness Birtinya, ..."",
    ""Source"": ""Sunshine Coast Daily"",
    ""Rating"": 4.0
}"
151,151,Results: Why the Technology One share price crashed lower today,Technology,Technology_Latest,2019-05-20 17:50:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fau.finance.yahoo.com%2fnews%2fresults-why-technology-one-share-004522956.html&c=10772191841166997670&mkt=en-au,http://www.bing.com/th?id=ON.D2F783D47CD0E23F78D0562908FDA376&pid=News,The Technology One Limited (ASX: TNE) share price has been amongst the worst performers on the market on Tuesday. In early trade the Software-as-a-Service (SaaS) company’s shares are down 11.5% to ...,Yahoo7 Finance,6.0,"{
    ""ID"": 151,
    ""Title"": ""Results: Why the Technology One share price crashed lower today"",
    ""Topic"": ""Technology"",
    ""Section"": ""Technology_Latest"",
    ""Timestamp"": ""2019-05-20 17:50:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fau.finance.yahoo.com%2fnews%2fresults-why-technology-one-share-004522956.html&c=10772191841166997670&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.D2F783D47CD0E23F78D0562908FDA376&pid=News"",
    ""Description"": ""The Technology One Limited (ASX: TNE) share price has been amongst the worst performers on the market on Tuesday. In early trade the Software-as-a-Service (SaaS) company\u2019s shares are down 11.5% to ..."",
    ""Source"": ""Yahoo7 Finance"",
    ""Rating"": 6.0
}"
152,152,9 Essential Gadgets Every Man Should Own,Technology,Gadgets,2019-05-20 17:40:26,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6AC75D431D7046BBA7F8F65A3BB6D1FC&url=https%3a%2f%2fwww.msn.com%2fen-sg%2flifestyle%2fsmart-living%2f9-essential-gadgets-every-man-should-own%2far-AABEKaw&c=4208335838638995131&mkt=en-au,http://www.bing.com/th?id=ON.3CEE5C3B8C56B6FBD71E1ABACDB78350&pid=News,"Tired of dealing with dead devices, low batteries or little storage space? Maybe you’re looking to up your gadget game and need a few handy gizmos to help start 2019 off right. Whatever the case, ...",SPY on MSN.com.au,6.0,"{
    ""ID"": 152,
    ""Title"": ""9 Essential Gadgets Every Man Should Own"",
    ""Topic"": ""Technology"",
    ""Section"": ""Gadgets"",
    ""Timestamp"": ""2019-05-20 17:40:26"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6AC75D431D7046BBA7F8F65A3BB6D1FC&url=https%3a%2f%2fwww.msn.com%2fen-sg%2flifestyle%2fsmart-living%2f9-essential-gadgets-every-man-should-own%2far-AABEKaw&c=4208335838638995131&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.3CEE5C3B8C56B6FBD71E1ABACDB78350&pid=News"",
    ""Description"": ""Tired of dealing with dead devices, low batteries or little storage space? Maybe you\u2019re looking to up your gadget game and need a few handy gizmos to help start 2019 off right. Whatever the case, ..."",
    ""Source"": ""SPY on MSN.com.au"",
    ""Rating"": 6.0
}"
153,153,Thiruvananthapuram: Laptops to turn into physics labs for Plus-Two students,Science,Physics,2019-05-20 17:00:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=773D2DAB145440F594A73C84935FFC3D&url=https%3a%2f%2fwww.msn.com%2fen-in%2fnews%2fother%2fthiruvananthapuram-laptops-to-turn-into-physics-labs-for-plus-two-students%2far-AABGKdV&c=12519424129478134340&mkt=en-au,http://www.bing.com/th?id=ON.9B3E3CA9B9FD35C964559B2F0A821D4C&pid=News,"THIRUVANANTHAPURAM: In the backdrop of over 45,000 classrooms of Classes VIII to XI in the state made hi-tech, the Kerala Infrastructure and Technology for Education (KITE) has now come up with ...",The New Indian Express on MSN.com.au,5.0,"{
    ""ID"": 153,
    ""Title"": ""Thiruvananthapuram: Laptops to turn into physics labs for Plus-Two students"",
    ""Topic"": ""Science"",
    ""Section"": ""Physics"",
    ""Timestamp"": ""2019-05-20 17:00:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=773D2DAB145440F594A73C84935FFC3D&url=https%3a%2f%2fwww.msn.com%2fen-in%2fnews%2fother%2fthiruvananthapuram-laptops-to-turn-into-physics-labs-for-plus-two-students%2far-AABGKdV&c=12519424129478134340&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.9B3E3CA9B9FD35C964559B2F0A821D4C&pid=News"",
    ""Description"": ""THIRUVANANTHAPURAM: In the backdrop of over 45,000 classrooms of Classes VIII to XI in the state made hi-tech, the Kerala Infrastructure and Technology for Education (KITE) has now come up with ..."",
    ""Source"": ""The New Indian Express on MSN.com.au"",
    ""Rating"": 5.0
}"
154,154,Off-the-grid DIY tiny house business wins international sustainability award,Business,Business_Latest,2019-05-20 15:16:00,ABC,https://www.abc.net.au/news/2019-05-18/diy-off-the-grid-tiny-house-company-wins-big-award/11124370?source=rss,https://www.abc.net.au/cm/lb/11123046/data/freds-tiny-house-data.jpg,"A company that teaches do-it-yourself builders to design and construct their own off-the-grid tiny homes is recognised for helping make cities safer, more resilient and sustainable.",ABC News,2.0,"{
    ""ID"": 154,
    ""Title"": ""Off-the-grid DIY tiny house business wins international sustainability award"",
    ""Topic"": ""Business"",
    ""Section"": ""Business_Latest"",
    ""Timestamp"": ""2019-05-20 15:16:00"",
    ""RSS"": ""ABC"",
    ""Link"": ""https://www.abc.net.au/news/2019-05-18/diy-off-the-grid-tiny-house-company-wins-big-award/11124370?source=rss"",
    ""Image"": ""https://www.abc.net.au/cm/lb/11123046/data/freds-tiny-house-data.jpg"",
    ""Description"": ""A company that teaches do-it-yourself builders to design and construct their own off-the-grid tiny homes is recognised for helping make cities safer, more resilient and sustainable."",
    ""Source"": ""ABC News"",
    ""Rating"": 2.0
}"
155,155,Off-the-grid DIY tiny house business wins international sustainability award,Health,Health_Latest,2019-05-20 15:16:00,ABC,https://www.abc.net.au/news/2019-05-18/diy-off-the-grid-tiny-house-company-wins-big-award/11124370?source=rss,https://www.abc.net.au/cm/lb/11123046/data/freds-tiny-house-data.jpg,"A company that teaches do-it-yourself builders to design and construct their own off-the-grid tiny homes is recognised for helping make cities safer, more resilient and sustainable.",ABC News,2.0,"{
    ""ID"": 155,
    ""Title"": ""Off-the-grid DIY tiny house business wins international sustainability award"",
    ""Topic"": ""Health"",
    ""Section"": ""Health_Latest"",
    ""Timestamp"": ""2019-05-20 15:16:00"",
    ""RSS"": ""ABC"",
    ""Link"": ""https://www.abc.net.au/news/2019-05-18/diy-off-the-grid-tiny-house-company-wins-big-award/11124370?source=rss"",
    ""Image"": ""https://www.abc.net.au/cm/lb/11123046/data/freds-tiny-house-data.jpg"",
    ""Description"": ""A company that teaches do-it-yourself builders to design and construct their own off-the-grid tiny homes is recognised for helping make cities safer, more resilient and sustainable."",
    ""Source"": ""ABC News"",
    ""Rating"": 2.0
}"
156,156,Internet providers called out again on NBN speed claims,Technology,Internet,2019-05-20 14:16:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=846584AC25EF4048A3AB84C47CE58F84&url=https%3a%2f%2fwww.itnews.com.au%2fnews%2finternet-providers-called-out-again-on-nbn-speed-claims-525299&c=17806843638651178789&mkt=en-au,http://www.bing.com/th?id=ON.B9352D53E0872654AEA7458977D33CC3&pid=News,Internet providers are under renewed pressure to scale back their advertised “typical” evening speed claims for NBN services following the release of a new metric that shames alleged under-performers. ...,IT News For Australia Business,6.0,"{
    ""ID"": 156,
    ""Title"": ""Internet providers called out again on NBN speed claims"",
    ""Topic"": ""Technology"",
    ""Section"": ""Internet"",
    ""Timestamp"": ""2019-05-20 14:16:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=846584AC25EF4048A3AB84C47CE58F84&url=https%3a%2f%2fwww.itnews.com.au%2fnews%2finternet-providers-called-out-again-on-nbn-speed-claims-525299&c=17806843638651178789&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.B9352D53E0872654AEA7458977D33CC3&pid=News"",
    ""Description"": ""Internet providers are under renewed pressure to scale back their advertised \u201ctypical\u201d evening speed claims for NBN services following the release of a new metric that shames alleged under-performers. ..."",
    ""Source"": ""IT News For Australia Business"",
    ""Rating"": 6.0
}"
157,157,"Koalas on Gold Coast could be extinct within two decades, but Currumbin Wildlife Hospital trying to save them",Science,Wildlife,2019-05-20 13:44:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ECD6FD0CB4D4DF7BB4D588B1132FA09&url=https%3a%2f%2fwww.goldcoastbulletin.com.au%2flifestyle%2fpets-and-wildlife%2fkoalas-on-gold-coast-could-be-extinct-within-two-decades-but-currumbin-wildlife-hospital-trying-to-save-them%2fnews-story%2f3acd9f5fdcc8fa3b1f753c968ae54fe2&c=16797769685275985331&mkt=en-au,http://www.bing.com/th?id=ON.11CAAA30DD4A1B20B1261EF6E176E349&pid=News,"A HUGE spike in koalas being treated for chlamydia over the last decade has wildlife experts saying the animals could be extinct on the Gold Coast “within two decades”. Last year alone, the Currumbin ...",Gold Coast Sun,6.0,"{
    ""ID"": 157,
    ""Title"": ""Koalas on Gold Coast could be extinct within two decades, but Currumbin Wildlife Hospital trying to save them"",
    ""Topic"": ""Science"",
    ""Section"": ""Wildlife"",
    ""Timestamp"": ""2019-05-20 13:44:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ECD6FD0CB4D4DF7BB4D588B1132FA09&url=https%3a%2f%2fwww.goldcoastbulletin.com.au%2flifestyle%2fpets-and-wildlife%2fkoalas-on-gold-coast-could-be-extinct-within-two-decades-but-currumbin-wildlife-hospital-trying-to-save-them%2fnews-story%2f3acd9f5fdcc8fa3b1f753c968ae54fe2&c=16797769685275985331&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.11CAAA30DD4A1B20B1261EF6E176E349&pid=News"",
    ""Description"": ""A HUGE spike in koalas being treated for chlamydia over the last decade has wildlife experts saying the animals could be extinct on the Gold Coast \u201cwithin two decades\u201d. Last year alone, the Currumbin ..."",
    ""Source"": ""Gold Coast Sun"",
    ""Rating"": 6.0
}"
158,158,"NFL, NFLPA announce mental health initiative",Health,Mental Health,2019-05-20 12:09:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=E9A7D82FFA8C46799D69F275C375AF18&url=http%3a%2f%2fwww.espn.com.au%2fnfl%2fstory%2f_%2fid%2f26788730%2fnfl-nflpa-announce-mental-health-initiative&c=11383773239403999132&mkt=en-au,http://www.bing.com/th?id=ON.C4015621D209A7C8A6E58D5A0EACB087&pid=News,"New initiatives announced Monday by the NFL and the NFLPA will require every team to employ a mental health professional to work in its building and could conceivably lead to a change in the league""s ...",ESPN.com,4.0,"{
    ""ID"": 158,
    ""Title"": ""NFL, NFLPA announce mental health initiative"",
    ""Topic"": ""Health"",
    ""Section"": ""Mental Health"",
    ""Timestamp"": ""2019-05-20 12:09:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=E9A7D82FFA8C46799D69F275C375AF18&url=http%3a%2f%2fwww.espn.com.au%2fnfl%2fstory%2f_%2fid%2f26788730%2fnfl-nflpa-announce-mental-health-initiative&c=11383773239403999132&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.C4015621D209A7C8A6E58D5A0EACB087&pid=News"",
    ""Description"": ""New initiatives announced Monday by the NFL and the NFLPA will require every team to employ a mental health professional to work in its building and could conceivably lead to a change in the league\""s ..."",
    ""Source"": ""ESPN.com"",
    ""Rating"": 4.0
}"
159,159,Proposal for $8m mental health unit for high-risk patients,Health,Mental Health,2019-05-20 11:41:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=E9A7D82FFA8C46799D69F275C375AF18&url=https%3a%2f%2fwww.dailytelegraph.com.au%2fnewslocal%2fsouthern-courier%2fproposal-for-8m-mental-health-unit-for-highrisk-patients%2fnews-story%2fa8495f6532b25faabba43bd57fd95823&c=7040169162536284974&mkt=en-au,http://www.bing.com/th?id=ON.EDD11B1DFB6121836F2F2543B4E197D6&pid=News,An $8 million intensive care mental health unit for high-risk patients could soon be added to Long Bay’s forensic hospital. NSW Justice Health has lodged a development application for Freshwater House ...,The Daily Telegraph,4.0,"{
    ""ID"": 159,
    ""Title"": ""Proposal for $8m mental health unit for high-risk patients"",
    ""Topic"": ""Health"",
    ""Section"": ""Mental Health"",
    ""Timestamp"": ""2019-05-20 11:41:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=E9A7D82FFA8C46799D69F275C375AF18&url=https%3a%2f%2fwww.dailytelegraph.com.au%2fnewslocal%2fsouthern-courier%2fproposal-for-8m-mental-health-unit-for-highrisk-patients%2fnews-story%2fa8495f6532b25faabba43bd57fd95823&c=7040169162536284974&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.EDD11B1DFB6121836F2F2543B4E197D6&pid=News"",
    ""Description"": ""An $8 million intensive care mental health unit for high-risk patients could soon be added to Long Bay\u2019s forensic hospital. NSW Justice Health has lodged a development application for Freshwater House ..."",
    ""Source"": ""The Daily Telegraph"",
    ""Rating"": 4.0
}"
160,160,Top gadgets Brits most desire in their homes revealed,Technology,Gadgets,2019-05-20 08:56:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6AC75D431D7046BBA7F8F65A3BB6D1FC&url=https%3a%2f%2fwww.mirror.co.uk%2ftech%2ftop-gadgets-brits-most-desire-16173706&c=6623849937094667741&mkt=en-au,http://www.bing.com/th?id=ON.34B59C8AAF630650F38A7060AEBC9E36&pid=News,"There are now 15 MILLION ‘smart homes’ in Britain, it has emerged. Research revealed 57 per cent of the country""s homes now have a smart device to control lights, security, kettle, vacuum cleaner or ...",The Mirror,6.0,"{
    ""ID"": 160,
    ""Title"": ""Top gadgets Brits most desire in their homes revealed"",
    ""Topic"": ""Technology"",
    ""Section"": ""Gadgets"",
    ""Timestamp"": ""2019-05-20 08:56:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6AC75D431D7046BBA7F8F65A3BB6D1FC&url=https%3a%2f%2fwww.mirror.co.uk%2ftech%2ftop-gadgets-brits-most-desire-16173706&c=6623849937094667741&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.34B59C8AAF630650F38A7060AEBC9E36&pid=News"",
    ""Description"": ""There are now 15 MILLION \u2018smart homes\u2019 in Britain, it has emerged. Research revealed 57 per cent of the country\""s homes now have a smart device to control lights, security, kettle, vacuum cleaner or ..."",
    ""Source"": ""The Mirror"",
    ""Rating"": 6.0
}"
161,161,The moon and Mars: Connecticut aerospace companies prepare for new NASA missions to outer space,Science,Outer Space,2019-05-20 07:34:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=BD61CAE8B3254662AA7F6FF575E784BE&url=https%3a%2f%2fwww.courant.com%2fbusiness%2fhc-biz-space-industry-connecticut-20190520-xvfzjkejcfabfcvaxjaolibb2i-story.html&c=12644769182204631557&mkt=en-au,http://www.bing.com/th?id=ON.38B15D9103352F3D3290F88D0E53261F&pid=News,NASA and U.S. military and space allies pitched Monday for business from more than 200 representatives of aerospace companies attending a Hartford meeting in search of potential contracts for a sooner ...,Hartford Courant,2.0,"{
    ""ID"": 161,
    ""Title"": ""The moon and Mars: Connecticut aerospace companies prepare for new NASA missions to outer space"",
    ""Topic"": ""Science"",
    ""Section"": ""Outer Space"",
    ""Timestamp"": ""2019-05-20 07:34:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=BD61CAE8B3254662AA7F6FF575E784BE&url=https%3a%2f%2fwww.courant.com%2fbusiness%2fhc-biz-space-industry-connecticut-20190520-xvfzjkejcfabfcvaxjaolibb2i-story.html&c=12644769182204631557&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.38B15D9103352F3D3290F88D0E53261F&pid=News"",
    ""Description"": ""NASA and U.S. military and space allies pitched Monday for business from more than 200 representatives of aerospace companies attending a Hartford meeting in search of potential contracts for a sooner ..."",
    ""Source"": ""Hartford Courant"",
    ""Rating"": 2.0
}"
162,162,10 Smart gadgets for all the sports enthusiasts,Technology,Gadgets,2019-05-20 07:17:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6AC75D431D7046BBA7F8F65A3BB6D1FC&url=https%3a%2f%2fthegadgetflow.com%2fblog%2fsmart-gadgets-sports-enthusiasts%2f&c=5695965294048621674&mkt=en-au,http://www.bing.com/th?id=ON.CA08D91B3ECD033F3F15BF1765F1AABC&pid=News,"The Gadget Flow Daily Digest highlights and explores the latest in tech trends to keep you informed. Want it straight to your inbox? Subscribe now. While some people like to relax, sports enthusiasts ...",Gadget Flow,6.0,"{
    ""ID"": 162,
    ""Title"": ""10 Smart gadgets for all the sports enthusiasts"",
    ""Topic"": ""Technology"",
    ""Section"": ""Gadgets"",
    ""Timestamp"": ""2019-05-20 07:17:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6AC75D431D7046BBA7F8F65A3BB6D1FC&url=https%3a%2f%2fthegadgetflow.com%2fblog%2fsmart-gadgets-sports-enthusiasts%2f&c=5695965294048621674&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.CA08D91B3ECD033F3F15BF1765F1AABC&pid=News"",
    ""Description"": ""The Gadget Flow Daily Digest highlights and explores the latest in tech trends to keep you informed. Want it straight to your inbox? Subscribe now. While some people like to relax, sports enthusiasts ..."",
    ""Source"": ""Gadget Flow"",
    ""Rating"": 6.0
}"
163,163,Medicine or Myth?,Health,Medicine,2019-05-20 06:08:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=E44E6BAC1F314543AD59E34BD459CEEF&url=https%3a%2f%2fwww.sbs.com.au%2fprograms%2fvideo%2f1494361667912%2fMedicine-or-Myth&c=1452574096227442288&mkt=en-au,http://www.bing.com/th?id=ON.F5737244D560D0D91BE11428724C5BFF&pid=News,Are the benefits of alternative remedies simply a myth or do they have a place alongside modern medicine? Renowned Australian Neurosurgeon Dr Charlie Teo leads a panel of medical experts aiming to ...,SBS,6.0,"{
    ""ID"": 163,
    ""Title"": ""Medicine or Myth?"",
    ""Topic"": ""Health"",
    ""Section"": ""Medicine"",
    ""Timestamp"": ""2019-05-20 06:08:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=E44E6BAC1F314543AD59E34BD459CEEF&url=https%3a%2f%2fwww.sbs.com.au%2fprograms%2fvideo%2f1494361667912%2fMedicine-or-Myth&c=1452574096227442288&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.F5737244D560D0D91BE11428724C5BFF&pid=News"",
    ""Description"": ""Are the benefits of alternative remedies simply a myth or do they have a place alongside modern medicine? Renowned Australian Neurosurgeon Dr Charlie Teo leads a panel of medical experts aiming to ..."",
    ""Source"": ""SBS"",
    ""Rating"": 6.0
}"
164,164,"A New Space Age Demands International Cooperation, Not Competition or ‘Dominance’",Science,Outer Space,2019-05-20 05:48:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=BD61CAE8B3254662AA7F6FF575E784BE&url=https%3a%2f%2fwww.worldpoliticsreview.com%2farticles%2f27869%2fa-new-space-age-demands-international-cooperation-not-competition-or-dominance&c=1035118537080078668&mkt=en-au,http://www.bing.com/th?id=ON.20162C75B8D0FC5FC16EC62ABC86E8D6&pid=News,"Fifty years after Apollo 11 astronauts first walked on the moon, the world is entering a new Space Age. Outer space, a domain once reserved for the great powers, is democratizing. New “space-faring” ...",World Politics Review,2.0,"{
    ""ID"": 164,
    ""Title"": ""A New Space Age Demands International Cooperation, Not Competition or \u2018Dominance\u2019"",
    ""Topic"": ""Science"",
    ""Section"": ""Outer Space"",
    ""Timestamp"": ""2019-05-20 05:48:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=BD61CAE8B3254662AA7F6FF575E784BE&url=https%3a%2f%2fwww.worldpoliticsreview.com%2farticles%2f27869%2fa-new-space-age-demands-international-cooperation-not-competition-or-dominance&c=1035118537080078668&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.20162C75B8D0FC5FC16EC62ABC86E8D6&pid=News"",
    ""Description"": ""Fifty years after Apollo 11 astronauts first walked on the moon, the world is entering a new Space Age. Outer space, a domain once reserved for the great powers, is democratizing. New \u201cspace-faring\u201d ..."",
    ""Source"": ""World Politics Review"",
    ""Rating"": 2.0
}"
